<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.03.15	16:00:00	59655	59749	59272	59736	24039	59214	1
2016.03.16	08:00:00	59680	59693	58726	59015	23506	51350	1
2016.03.16	10:00:00	59015	59699	58745	59216	88912	200146	1
2016.03.16	12:00:00	59209	59335	58858	59122	38919	91683	1
2016.03.16	14:00:00	59115	60452	59109	60000	67605	173872	1
2016.03.16	16:00:00	60006	61016	59931	60928	42902	103479	1
2016.03.17	08:00:00	63363	63990	63363	63764	32300	81098	1
2016.03.17	10:00:00	63764	64197	62503	63833	113039	253450	1
2016.03.17	12:00:00	63833	64348	63764	64053	57200	131097	1
2016.03.17	14:00:00	64059	64906	63908	64266	55270	124972	1
2016.03.17	16:00:00	64266	64994	64247	64994	38635	92627	1
2016.03.18	08:00:00	64743	65144	64366	64881	21627	48052	1
2016.03.18	10:00:00	64887	64912	63645	63927	64635	140689	1
2016.03.18	12:00:00	63927	64040	63432	64009	34366	75844	1
2016.03.18	14:00:00	64021	64435	63701	63977	42659	97586	1
2016.03.18	16:00:00	63965	64366	63438	64028	39984	95241	1
2016.03.21	08:00:00	64241	64724	64166	64442	18476	39545	1
2016.03.21	10:00:00	64454	64925	64090	64366	59536	134991	1
2016.03.21	12:00:00	64373	64649	64184	64285	34048	77071	1
2016.03.21	14:00:00	64278	64799	64253	64774	30286	71727	1
2016.03.21	16:00:00	64774	64943	64573	64617	27009	64112	1
2016.03.22	08:00:00	63890	64486	63795	64385	20142	43188	1
2016.03.22	10:00:00	64391	64718	64166	64391	62979	135845	1
2016.03.22	12:00:00	64391	64743	64191	64617	35991	80090	1
2016.03.22	14:00:00	64611	64680	64348	64442	26488	58017	1
2016.03.22	16:00:00	64435	64743	64266	64743	24146	57230	1
2016.03.23	08:00:00	64335	64335	63614	63764	20616	45111	1
2016.03.23	10:00:00	63764	63795	62880	62930	60939	141669	1
2016.03.23	12:00:00	62923	62942	62560	62716	40088	96128	1
2016.03.23	14:00:00	62710	62892	62491	62541	32262	76706	1
2016.03.23	16:00:00	62541	62792	62208	62208	31081	79336	1
2016.03.24	08:00:00	61575	61826	61462	61537	13512	30405	1
2016.03.24	10:00:00	61537	62146	61512	62146	55254	126541	1
2016.03.24	12:00:00	62146	62384	61882	62340	31340	71647	1
2016.03.24	14:00:00	62340	62672	62271	62610	31581	73631	1
2016.03.24	16:00:00	62610	62836	62384	62798	20345	49254	1
2016.03.28	08:00:00	63275	64178	63275	64071	16322	37678	1
2016.03.28	10:00:00	64071	64235	63237	63833	53728	124556	1
2016.03.28	12:00:00	63827	64002	63532	63946	27570	61050	1
2016.03.28	14:00:00	63933	64542	63915	64398	36680	91935	1
2016.03.28	16:00:00	64385	64435	64115	64354	21392	51728	1
2016.03.29	08:00:00	64379	64762	64002	64354	20410	45406	1
2016.03.29	10:00:00	64341	64523	63469	64040	60745	131117	1
2016.03.29	12:00:00	64053	65201	63908	65038	53054	120185	1
2016.03.29	14:00:00	65038	65320	64385	64467	51195	114387	1
2016.03.29	16:00:00	64460	64768	64266	64529	30334	72930	1
2016.03.30	08:00:00	65188	65207	64843	65157	19749	43889	1
2016.03.30	10:00:00	65157	65809	64743	65759	72906	174220	1
2016.03.30	12:00:00	65753	65891	65414	65521	40079	98300	1
2016.03.30	14:00:00	65521	65652	64310	64479	55202	138613	1
2016.03.30	16:00:00	64473	64680	64090	64379	40006	101726	1
2016.03.31	08:00:00	64115	64166	63482	63852	21351	49403	1
2016.03.31	10:00:00	63852	64040	63105	63356	70206	170977	1
2016.03.31	12:00:00	63356	63538	62898	63118	36448	88315	1
2016.03.31	14:00:00	63118	63206	62672	62804	31860	75754	1
2016.03.31	16:00:00	62810	63162	62440	63124	37338	95053	1
2016.04.01	08:00:00	62666	62666	62095	62164	20777	48648	1
2016.04.01	10:00:00	62158	63225	62014	62917	71607	170840	1
2016.04.01	12:00:00	62930	63463	62898	63381	37643	89733	1
2016.04.01	14:00:00	63381	63940	63369	63745	39620	97980	1
2016.04.01	16:00:00	63739	63864	63538	63614	30149	75980	1
2016.04.04	08:00:00	63287	63337	62585	62798	21510	50084	1
2016.04.04	10:00:00	62798	63049	62334	62478	61804	148975	1
2016.04.04	12:00:00	62478	62491	61744	61888	31520	77864	1
2016.04.04	14:00:00	61895	61907	61110	61248	40111	101491	1
2016.04.04	16:00:00	61248	61368	60897	60897	23150	60637	1
2016.04.05	08:00:00	60546	60753	60389	60565	17878	41604	1
2016.04.05	10:00:00	60565	61355	60514	61217	72829	181355	1
2016.04.05	12:00:00	61217	62327	61167	61970	54315	143065	1
2016.04.05	14:00:00	61970	62465	61794	62020	49956	131321	1
2016.04.05	16:00:00	62026	62089	61230	61361	29625	80366	1
2016.04.06	08:00:00	61355	61355	60634	60728	18536	42499	1
2016.04.06	10:00:00	60734	61606	60558	61085	74405	184512	1
2016.04.06	12:00:00	61079	61324	60740	60935	36525	88814	1
2016.04.06	14:00:00	60947	61085	60138	60502	39388	94233	1
2016.04.06	16:00:00	60508	60841	60420	60671	27290	69529	1
2016.04.07	08:00:00	60270	61462	60263	61368	22588	55475	1
2016.04.07	10:00:00	61361	61531	60847	61236	74153	175269	1
2016.04.07	12:00:00	61230	61236	60885	61092	30811	74572	1
2016.04.07	14:00:00	61098	61355	60627	60634	44049	116535	1
2016.04.07	16:00:00	60634	61010	60539	60979	26247	70541	1
2016.04.08	08:00:00	62447	62917	62271	62798	21347	48816	1
2016.04.08	10:00:00	62792	63388	62553	63306	64826	142144	1
2016.04.08	12:00:00	63306	63400	63074	63268	29281	64573	1
2016.04.08	14:00:00	63262	63463	63149	63193	25730	59648	1
2016.04.08	16:00:00	63187	63400	63030	63375	25094	59841	1
2016.04.11	08:00:00	63488	64172	63488	63965	16534	39976	1
2016.04.11	10:00:00	63971	64140	63532	63538	64101	149266	1
2016.04.11	12:00:00	63538	63783	63344	63381	30765	72251	1
2016.04.11	14:00:00	63381	63626	63162	63199	36587	85475	1
2016.04.11	16:00:00	63199	63381	62804	62829	29584	75926	1
2016.04.12	08:00:00	63802	64071	63601	63701	19183	42693	1
2016.04.12	10:00:00	63695	64649	63450	63890	73891	169460	1
2016.04.12	12:00:00	63890	64448	63795	64354	38179	94002	1
2016.04.12	14:00:00	64366	65747	64348	65483	55203	134110	1
2016.04.12	16:00:00	65483	65778	65213	65590	36000	89443	1
2016.04.13	08:00:00	66482	67209	66236	67122	18225	42464	1
2016.04.13	10:00:00	67129	67307	66710	67049	68879	153649	1
2016.04.13	12:00:00	67042	67621	67036	67430	37684	85001	1
2016.04.13	14:00:00	67424	67436	66827	66901	47653	107366	1
2016.04.13	16:00:00	66907	67153	65885	65885	43893	103998	1
2016.04.14	08:00:00	66187	67098	65941	67042	26757	60810	1
2016.04.14	10:00:00	67042	67443	66064	66353	81541	195539	1
2016.04.14	12:00:00	66347	66809	65780	65959	56435	137212	1
2016.04.14	14:00:00	65959	66322	65571	65707	45744	108294	1
2016.04.14	16:00:00	65713	66236	65503	66113	34301	83948	1
2016.04.15	08:00:00	66790	66950	66261	66335	27036	62888	1
2016.04.15	10:00:00	66322	66747	66008	66427	68341	162604	1
2016.04.15	12:00:00	66433	67018	66408	66710	33946	83768	1
2016.04.15	14:00:00	66704	66784	66335	66599	36998	93421	1
2016.04.15	16:00:00	66599	67030	66365	66710	31843	81172	1
2016.04.18	08:00:00	67535	67683	66568	67110	30188	67548	1
2016.04.18	10:00:00	67110	67141	65516	66698	69544	154178	1
2016.04.18	12:00:00	66698	67067	66556	66710	30751	71580	1
2016.04.18	14:00:00	66710	66710	65965	66211	35698	86218	1
2016.04.18	16:00:00	66218	66513	66113	66113	25550	62518	1
2016.04.19	08:00:00	66956	67036	66599	66932	18593	39551	1
2016.04.19	10:00:00	66925	67633	66451	67596	67461	148700	1
2016.04.19	12:00:00	67603	67781	67104	67344	35768	83085	1
2016.04.19	14:00:00	67344	67461	66932	67202	32200	70998	1
2016.04.19	16:00:00	67202	67529	67086	67301	23709	57532	1
2016.04.20	08:00:00	66852	67079	66655	66882	15242	33721	1
2016.04.20	10:00:00	66882	67190	66525	66790	57124	128850	1
2016.04.20	12:00:00	66784	67166	66685	66870	30832	70295	1
2016.04.20	14:00:00	66870	67424	66809	67369	29690	68009	1
2016.04.20	16:00:00	67363	67461	66950	67116	21056	50918	1
2016.04.22	08:00:00	66359	66359	65577	65793	23313	54545	1
2016.04.22	10:00:00	65799	66778	65774	66267	60879	137181	1
2016.04.22	12:00:00	66285	66439	66021	66174	31989	71076	1
2016.04.22	14:00:00	66174	66415	66014	66316	25276	55777	1
2016.04.22	16:00:00	66316	66421	66088	66421	13788	34336	1
2016.04.25	08:00:00	66205	66273	65694	65897	14394	32411	1
2016.04.25	10:00:00	65904	66211	64949	65091	62464	139815	1
2016.04.25	12:00:00	65085	65190	64857	65128	22269	51620	1
2016.04.25	14:00:00	65134	65307	64974	65079	28212	66335	1
2016.04.25	16:00:00	65073	65073	64697	64845	21620	54074	1
2016.04.26	08:00:00	65251	65467	65066	65325	15186	36514	1
2016.04.26	10:00:00	65319	65657	64851	65614	68727	156920	1
2016.04.26	12:00:00	65608	66181	65608	66113	38777	86933	1
2016.04.26	14:00:00	66107	66322	65934	66174	32923	75179	1
2016.04.26	16:00:00	66174	66728	66131	66728	26670	63925	1
2016.04.27	08:00:00	66402	67005	66371	66889	15273	35083	1
2016.04.27	10:00:00	66889	67578	66796	67098	67527	159074	1
2016.04.27	12:00:00	67098	67689	67036	67609	33533	76578	1
2016.04.27	14:00:00	67603	68034	67498	67929	37041	86464	1
2016.04.27	16:00:00	67929	68538	67917	68538	26008	67588	1
2016.04.28	08:00:00	67775	68267	67756	68230	18255	42024	1
2016.04.28	10:00:00	68237	68507	67837	68495	58959	133563	1
2016.04.28	12:00:00	68489	68760	68255	68464	33409	76832	1
2016.04.28	14:00:00	68471	68507	67972	67997	34014	80258	1
2016.04.28	16:00:00	68009	68267	67486	68267	36694	90975	1
2016.04.29	08:00:00	68126	68397	67960	68187	16201	37434	1
2016.04.29	10:00:00	68194	68397	67424	67935	76903	183149	1
2016.04.29	12:00:00	67941	68114	67036	67375	46832	108790	1
2016.04.29	14:00:00	67375	67516	66925	67135	36453	86265	1
2016.04.29	16:00:00	67135	67479	67067	67159	25278	60256	1
2016.05.02	08:00:00	67467	67701	67301	67393	14548	32403	1
2016.05.02	10:00:00	67412	67504	66513	67258	73559	168171	1
2016.05.02	12:00:00	67252	67418	66741	66833	35556	79578	1
2016.05.02	14:00:00	66839	67202	66796	66999	27731	65236	1
2016.05.02	16:00:00	66999	67012	66618	66790	22049	52150	1
2016.05.03	08:00:00	66076	66125	65707	65953	19627	49198	1
2016.05.03	10:00:00	65959	65984	65183	65319	57890	134306	1
2016.05.03	12:00:00	65325	65744	65288	65522	30808	71263	1
2016.05.03	14:00:00	65522	65780	65368	65442	27667	62975	1
2016.05.03	16:00:00	65448	65534	65140	65337	23974	59170	1
2016.05.04	08:00:00	64783	64937	64488	64722	19582	48898	1
2016.05.04	10:00:00	64728	65405	64716	65294	66436	160343	1
2016.05.04	12:00:00	65288	65787	64986	65534	40754	100768	1
2016.05.04	14:00:00	65534	65620	65128	65288	31124	76032	1
2016.05.04	16:00:00	65288	65744	65177	65744	20209	50981	1
2016.05.05	08:00:00	65922	66224	65842	66162	16806	37858	1
2016.05.05	10:00:00	66162	66181	65362	65405	64688	152158	1
2016.05.05	12:00:00	65405	65430	64303	64537	51526	128136	1
2016.05.05	14:00:00	64531	64814	63989	64599	53351	129365	1
2016.05.05	16:00:00	64599	64783	64383	64703	27584	69623	1
2016.05.06	08:00:00	64512	64512	63731	63835	25659	59410	1
2016.05.06	10:00:00	63823	65091	63823	64679	77234	172980	1
2016.05.06	12:00:00	64672	64869	64038	64322	39870	89507	1
2016.05.06	14:00:00	64334	64463	64094	64205	32065	69538	1
2016.05.06	16:00:00	64198	64617	64198	64494	27357	62817	1
2016.05.09	08:00:00	64617	64728	63860	63928	20822	47379	1
2016.05.09	10:00:00	63928	64075	62130	62733	70940	160471	1
2016.05.09	12:00:00	62733	63318	61705	63275	79594	193850	1
2016.05.09	14:00:00	63281	63823	63275	63786	38048	86996	1
2016.05.09	16:00:00	63786	63909	63287	63589	30613	76047	1
2016.05.10	08:00:00	64118	64740	64106	64555	20645	47365	1
2016.05.10	10:00:00	64555	64993	64322	64685	64806	148303	1
2016.05.10	12:00:00	64691	64968	64408	64869	30466	73507	1
2016.05.10	14:00:00	64869	65780	64740	65731	38609	96728	1
2016.05.10	16:00:00	65725	66673	65645	66673	36122	91564	1
2016.05.11	08:00:00	66482	67393	66482	67313	24950	60136	1
2016.05.11	10:00:00	67326	67338	65965	66605	96300	219539	1
2016.05.11	12:00:00	66618	66747	66045	66064	50373	114164	1
2016.05.11	14:00:00	66064	66224	65584	65922	48904	120684	1
2016.05.11	16:00:00	65922	65990	65448	65448	32077	78568	1
2016.05.12	08:00:00	66261	66531	66027	66433	24525	56027	1
2016.05.12	10:00:00	66433	66673	65596	65799	87292	205333	1
2016.05.12	12:00:00	65793	67086	65208	66796	75624	191341	1
2016.05.12	14:00:00	66790	66889	66341	66556	46716	114057	1
2016.05.12	16:00:00	66556	66950	65959	66150	38729	97057	1
2016.05.13	08:00:00	65670	66242	65602	66027	22042	52890	1
2016.05.13	10:00:00	66033	66304	64771	65128	88380	215294	1
2016.05.13	12:00:00	65128	65282	64352	64439	47948	118844	1
2016.05.13	14:00:00	64420	64549	63823	64205	55159	127562	1
2016.05.13	16:00:00	64205	64482	63761	63872	30342	80392	1
2016.05.16	08:00:00	64383	64445	63694	63940	19139	42888	1
2016.05.16	10:00:00	63940	65073	63921	64839	69535	157621	1
2016.05.16	12:00:00	64845	65017	64334	64500	38244	87141	1
2016.05.16	14:00:00	64500	64857	64408	64697	37849	89108	1
2016.05.16	16:00:00	64691	64796	64162	64389	27742	67326	1
2016.05.17	08:00:00	64716	65029	64531	64611	23744	53697	1
2016.05.17	10:00:00	64592	64672	63189	63891	83359	201002	1
2016.05.17	12:00:00	63891	63995	63306	63355	36500	89151	1
2016.05.17	14:00:00	63349	63614	62943	63097	42493	100479	1
2016.05.17	16:00:00	63103	63367	63053	63281	25678	60456	1
2016.05.18	08:00:00	62912	63023	62315	62352	22622	51820	1
2016.05.18	10:00:00	62346	63626	62333	63195	72639	173249	1
2016.05.18	12:00:00	63195	63841	63189	63546	39425	93467	1
2016.05.18	14:00:00	63546	63768	62530	62918	74674	173826	1
2016.05.18	16:00:00	62930	63164	62567	62690	32063	75085	1
2016.05.19	08:00:00	62419	62419	61970	62044	21529	50023	1
2016.05.19	10:00:00	62038	62290	61502	61644	89825	209971	1
2016.05.19	12:00:00	61644	62161	61601	61878	37785	89409	1
2016.05.19	14:00:00	61884	62352	61865	62099	40441	98839	1
2016.05.19	16:00:00	62106	62506	61952	62222	31311	80476	1
2016.05.20	08:00:00	62543	62955	62536	62764	16951	41216	1
2016.05.20	10:00:00	62764	63097	62389	62512	76007	180491	1
2016.05.20	12:00:00	62499	62715	62032	62346	39315	94710	1
2016.05.20	14:00:00	62352	62352	61773	61785	33374	79975	1
2016.05.20	16:00:00	61785	61982	61558	61730	26243	68565	1
2016.05.23	08:00:00	60720	60881	60271	60376	21175	52695	1
2016.05.23	10:00:00	60376	61059	60314	60911	68338	157524	1
2016.05.23	12:00:00	60911	61416	60850	61274	44979	105382	1
2016.05.23	14:00:00	61281	61527	61139	61268	34614	83249	1
2016.05.23	16:00:00	61262	61311	60757	60807	36143	91075	1
2016.05.24	08:00:00	61213	61724	61188	61668	15500	37782	1
2016.05.24	10:00:00	61675	61995	61404	61465	71207	165891	1
2016.05.24	12:00:00	61471	61650	61151	61225	33907	79909	1
2016.05.24	14:00:00	61219	61435	60893	61016	35028	82352	1
2016.05.24	16:00:00	61016	61404	60942	61305	27000	65131	1
2016.05.25	08:00:00	61681	61964	61465	61539	19776	47704	1
2016.05.25	10:00:00	61545	62444	61404	62124	74218	173557	1
2016.05.25	12:00:00	62136	62321	61712	61970	43200	101320	1
2016.05.25	14:00:00	61976	62093	61096	61373	48528	115624	1
2016.05.25	16:00:00	61373	61459	61176	61385	18899	44819	1
2016.05.27	08:00:00	61558	61699	61262	61299	17318	42373	1
2016.05.27	10:00:00	61293	61730	61127	61478	61299	145821	1
2016.05.27	12:00:00	61471	61508	60967	61034	26792	65299	1
2016.05.27	14:00:00	61028	61158	60647	60696	30684	78157	1
2016.05.27	16:00:00	60690	60930	60493	60930	19966	54932	1
2016.05.30	08:00:00	61047	61096	60647	60813	16384	39889	1
2016.05.30	10:00:00	60819	60825	60407	60567	38190	93294	1
2016.05.30	12:00:00	60567	60770	60517	60622	15346	38206	1
2016.05.30	14:00:00	60622	60942	60616	60831	16211	40517	1
2016.05.30	16:00:00	60837	60850	60499	60511	8492	24564	1
2016.05.31	08:00:00	60616	60616	60148	60333	18346	43734	1
2016.05.31	10:00:00	60333	60997	60210	60647	67482	165895	1
2016.05.31	12:00:00	60640	60696	60290	60468	41245	100869	1
2016.05.31	14:00:00	60468	60567	59729	59865	51535	126844	1
2016.05.31	16:00:00	59865	60197	59840	59846	31119	80359	1
2016.06.01	08:00:00	59711	59908	59372	59717	19038	49828	1
2016.06.01	10:00:00	59711	60142	59582	60074	55560	141532	1
2016.06.01	12:00:00	60080	60259	59852	60049	34972	87296	1
2016.06.01	14:00:00	60049	60431	60000	60419	39120	100683	1
2016.06.01	16:00:00	60413	60727	60363	60450	36086	100881	1
2016.06.02	08:00:00	60382	60844	60382	60739	18116	45534	1
2016.06.02	10:00:00	60739	60887	60246	60696	68692	170118	1
2016.06.02	12:00:00	60702	61447	60671	61379	41921	102610	1
2016.06.02	14:00:00	61379	61632	61256	61441	36366	88530	1
2016.06.02	16:00:00	61447	61816	61318	61736	27250	71870	1
2016.06.03	08:00:00	61558	62253	61558	62186	27217	68161	1
2016.06.03	10:00:00	62198	62623	61921	62290	71402	174218	1
2016.06.03	12:00:00	62290	62389	61884	62087	38758	94917	1
2016.06.03	14:00:00	62093	62530	62056	62401	33903	83490	1
2016.06.03	16:00:00	62401	62660	62290	62444	25574	67300	1
2016.06.06	08:00:00	62820	63023	62715	62875	18710	49222	1
2016.06.06	10:00:00	62869	62930	62210	62709	76016	191996	1
2016.06.06	12:00:00	62709	62727	61816	61989	47589	121257	1
2016.06.06	14:00:00	61989	62259	61945	62186	36488	89101	1
2016.06.06	16:00:00	62173	62395	62062	62062	26819	75470	1
2016.06.07	08:00:00	62210	62444	61478	61662	22942	63125	1
2016.06.07	10:00:00	61662	62524	61656	62358	68428	177782	1
2016.06.07	12:00:00	62352	62456	62019	62241	46176	117592	1
2016.06.07	14:00:00	62247	62450	62136	62272	40595	104276	1
2016.06.07	16:00:00	62278	62506	62025	62506	32734	91049	1
2016.06.08	08:00:00	62610	62918	62481	62573	25132	66093	1
2016.06.08	10:00:00	62573	63552	62555	63521	85989	224799	1
2016.06.08	12:00:00	63521	63780	63306	63712	43570	111608	1
2016.06.08	14:00:00	63706	63971	63638	63755	39579	103503	1
2016.06.08	16:00:00	63761	63909	63644	63644	26851	69719	1
2016.06.09	08:00:00	63226	63484	63146	63417	25737	69578	1
2016.06.09	10:00:00	63417	63577	62869	62986	70889	182354	1
2016.06.09	12:00:00	62973	63250	62647	62863	40410	101790	1
2016.06.09	14:00:00	62863	63090	62770	62986	35712	87130	1
2016.06.09	16:00:00	62980	63312	62918	62973	29404	80431	1
2016.06.10	08:00:00	62247	62333	62112	62284	17803	48957	1
2016.06.10	10:00:00	62278	62376	61644	61668	67411	174671	1
2016.06.10	12:00:00	61668	61693	61348	61422	36450	92904	1
2016.06.10	14:00:00	61422	61453	61188	61293	35374	96303	1
2016.06.10	16:00:00	61299	61299	60653	60653	34675	99205	1
2016.06.13	08:00:00	60326	60450	60105	60222	21073	57413	1
2016.06.13	10:00:00	60216	61133	60031	61077	79217	201700	1
2016.06.13	12:00:00	61084	61182	60720	61022	40484	106200	1
2016.06.13	14:00:00	61016	61127	60739	60997	43505	111493	1
2016.06.13	16:00:00	60997	61348	60874	61164	37404	99137	1
2016.06.14	08:00:00	60573	60967	60573	60930	21322	56019	1
2016.06.14	10:00:00	60942	61465	60283	60370	81635	217255	1
2016.06.14	12:00:00	60370	60376	59908	60203	50228	132496	1
2016.06.14	14:00:00	60203	60253	59335	59600	62829	161354	1
2016.06.14	16:00:00	59606	59951	59520	59692	34599	89801	1
2016.06.15	08:00:00	60012	60223	59897	59921	15879	47498	1
2016.06.15	10:00:00	59921	60596	59692	60584	58946	150009	1
2016.06.15	12:00:00	60578	60795	60247	60247	37034	92609	1
2016.06.15	14:00:00	60253	60367	59216	60343	87499	215547	1
2016.06.15	16:00:00	60349	60530	59873	59952	31423	82738	1
2016.06.16	08:00:00	59530	59578	59222	59554	19838	51520	1
2016.06.16	10:00:00	59554	59692	59072	59614	76307	190932	1
2016.06.16	12:00:00	59614	60524	59566	60349	57508	147110	1
2016.06.16	14:00:00	60349	60596	60084	60560	50259	126915	1
2016.06.16	16:00:00	60566	60897	60512	60897	27298	75673	1
2016.06.17	08:00:00	60855	61398	60855	61367	18983	53088	1
2016.06.17	10:00:00	61367	61729	61187	61289	73537	191352	1
2016.06.17	12:00:00	61289	61301	60813	60849	38799	99116	1
2016.06.17	14:00:00	60861	61193	60747	60904	41892	107072	1
2016.06.17	16:00:00	60916	60940	60693	60922	25778	76875	1
2016.06.20	08:00:00	62097	62181	61771	61916	19686	54655	1
2016.06.20	10:00:00	61916	62344	61717	62289	70561	182309	1
2016.06.20	12:00:00	62289	62422	62193	62319	32092	85591	1
2016.06.20	14:00:00	62313	62416	61964	62127	38212	102630	1
2016.06.20	16:00:00	62133	62139	61711	61916	30308	89057	1
2016.06.21	08:00:00	61910	62121	61398	61542	28984	77089	1
2016.06.21	10:00:00	61542	61789	60976	61181	64682	165893	1
2016.06.21	12:00:00	61181	61765	61169	61615	41339	106213	1
2016.06.21	14:00:00	61615	62380	61596	62205	48777	129391	1
2016.06.21	16:00:00	62211	62524	62133	62482	27755	78805	1
2016.06.22	08:00:00	62759	62820	62482	62530	16512	48077	1
2016.06.22	10:00:00	62530	62940	62024	62747	85439	222117	1
2016.06.22	12:00:00	62753	62862	62066	62211	60656	158518	1
2016.06.22	14:00:00	62217	62247	61633	61735	47997	126191	1
2016.06.22	16:00:00	61735	61783	61361	61367	30252	87876	1
2016.06.23	08:00:00	62362	62458	62127	62211	16767	47047	1
2016.06.23	10:00:00	62211	62777	61856	62711	82273	205756	1
2016.06.23	12:00:00	62723	63145	62609	62988	44072	115087	1
2016.06.23	14:00:00	62982	63259	62856	63036	48433	126382	1
2016.06.23	16:00:00	63049	63946	62838	63946	39647	113061	1
2016.06.24	08:00:00	60373	61139	60150	60904	32987	89213	1
2016.06.24	10:00:00	60897	61819	60687	60958	92778	226782	1
2016.06.24	12:00:00	60946	61307	60819	61060	48735	120016	1
2016.06.24	14:00:00	61054	61560	60928	61139	49241	120694	1
2016.06.24	16:00:00	61145	61458	60897	61030	35254	95435	1
2016.06.27	08:00:00	60723	61313	60560	61217	20192	49138	1
2016.06.27	10:00:00	61217	61428	60084	60144	85387	207470	1
2016.06.27	12:00:00	60156	60735	59994	60705	50550	124061	1
2016.06.27	14:00:00	60705	60789	60102	60193	46537	112775	1
2016.06.27	16:00:00	60193	60566	60108	60156	31742	80028	1
2016.06.28	08:00:00	61199	61530	61078	61373	19068	49831	1
2016.06.28	10:00:00	61373	61687	61054	61090	75315	185873	1
2016.06.28	12:00:00	61090	61422	60988	61223	46360	117296	1
2016.06.28	14:00:00	61223	61434	60879	61349	44994	115990	1
2016.06.28	16:00:00	61349	61482	61157	61482	27579	78324	1
2016.06.29	08:00:00	62066	62271	61952	62169	15868	41755	1
2016.06.29	10:00:00	62169	62609	61892	62488	66217	171709	1
2016.06.29	12:00:00	62494	62795	62434	62458	39661	101813	1
2016.06.29	14:00:00	62464	62675	62332	62567	35626	89544	1
2016.06.29	16:00:00	62573	62735	62482	62735	23618	63553	1
2016.06.30	08:00:00	62542	62542	62084	62241	15141	40677	1
2016.06.30	10:00:00	62247	62476	61886	62259	71227	182579	1
2016.06.30	12:00:00	62259	63163	62169	63049	58401	154482	1
2016.06.30	14:00:00	63049	63241	62874	63042	42850	111132	1
2016.06.30	16:00:00	63049	63121	62795	62880	28143	75024	1
2016.07.01	08:00:00	63127	63368	62946	63241	21188	53468	1
2016.07.01	10:00:00	63241	63747	62922	63735	67298	170688	1
2016.07.01	12:00:00	63735	63808	63320	63567	40517	103787	1
2016.07.01	14:00:00	63561	63844	63416	63778	34981	90112	1
2016.07.01	16:00:00	63784	64145	63729	63952	27183	75891	1
2016.07.04	08:00:00	64296	64464	64091	64374	18885	52698	1
2016.07.04	10:00:00	64374	64754	64272	64724	42403	115185	1
2016.07.04	12:00:00	64724	64748	64217	64266	24778	67694	1
2016.07.04	14:00:00	64266	64434	64145	64181	15726	41821	1
2016.07.04	16:00:00	64181	64404	64055	64392	10465	32134	1
2016.07.05	08:00:00	63651	63747	63488	63627	19558	51418	1
2016.07.05	10:00:00	63627	63892	63211	63259	75184	195390	1
2016.07.05	12:00:00	63253	63344	63036	63115	39214	99001	1
2016.07.05	14:00:00	63115	63296	62940	63157	37277	96612	1
2016.07.05	16:00:00	63163	63434	63115	63338	24850	69011	1
2016.07.06	08:00:00	62826	62946	62633	62801	19307	51475	1
2016.07.06	10:00:00	62801	62982	62084	62277	81944	201147	1
2016.07.06	12:00:00	62283	62916	62265	62904	50967	128207	1
2016.07.06	14:00:00	62898	63356	62844	63308	46067	117227	1
2016.07.06	16:00:00	63314	63699	63175	63681	27799	76726	1
2016.07.07	08:00:00	63760	63778	63374	63669	22024	54784	1
2016.07.07	10:00:00	63663	64422	63416	64368	82124	205838	1
2016.07.07	12:00:00	64362	64362	63579	63657	84980	212652	1
2016.07.07	14:00:00	63657	63814	63374	63404	50479	122179	1
2016.07.07	16:00:00	63410	63663	63338	63549	30986	78600	1
2016.07.08	08:00:00	64109	64362	63928	64266	19389	55284	1
2016.07.08	10:00:00	64266	64730	64169	64537	70566	189362	1
2016.07.08	12:00:00	64543	64868	64440	64832	34883	93715	1
2016.07.08	14:00:00	64838	64965	64784	64886	30950	86122	1
2016.07.08	16:00:00	64898	65019	64748	64904	24969	70391	1
2016.07.11	08:00:00	65019	65392	65013	65302	15682	44477	1
2016.07.11	10:00:00	65302	65760	65260	65688	59027	160779	1
2016.07.11	12:00:00	65688	65820	65573	65766	34389	95881	1
2016.07.11	14:00:00	65766	65965	65627	65917	29999	83267	1
2016.07.11	16:00:00	65917	65935	65676	65676	23731	69380	1
2016.07.12	08:00:00	66399	66501	66338	66495	15177	44851	1
2016.07.12	10:00:00	66489	66778	66381	66423	63506	176903	1
2016.07.12	12:00:00	66417	66820	66320	66634	43212	124037	1
2016.07.12	14:00:00	66634	66688	66043	66139	50908	149223	1
2016.07.12	16:00:00	66146	66278	65844	66001	30570	87936	1
2016.07.13	08:00:00	66091	66158	65760	65947	21832	54565	1
2016.07.13	10:00:00	65947	66212	65663	66007	78485	204763	1
2016.07.13	12:00:00	66007	66115	65477	65814	50626	143683	1
2016.07.13	14:00:00	65808	66501	65724	66368	51005	137604	1
2016.07.13	16:00:00	66374	66694	66356	66694	30179	83320	1
2016.07.14	08:00:00	67429	67471	67170	67399	25424	69399	1
2016.07.14	10:00:00	67405	67531	67013	67417	72036	188384	1
2016.07.14	12:00:00	67411	67724	67272	67586	44604	119600	1
2016.07.14	14:00:00	67586	67598	67170	67290	48090	128413	1
2016.07.14	16:00:00	67296	67808	67248	67278	35921	105311	1
2016.07.15	08:00:00	67176	67567	67152	67513	19522	47227	1
