<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.12.14	10:00:00	68725	68895	68446	68747	34716	88918	1
2016.12.14	11:00:00	68747	68799	68025	68355	35763	99617	1
2016.12.14	12:00:00	68355	68412	67929	68264	32419	85608	1
2016.12.14	13:00:00	68264	68787	68219	68531	31768	84396	1
2016.12.14	14:00:00	68537	68776	68276	68537	32411	89794	1
2016.12.14	15:00:00	68531	68600	68185	68509	34102	97227	1
2016.12.14	16:00:00	68503	68753	68389	68605	25240	72451	1
2016.12.14	17:00:00	68600	68742	67355	67423	51838	142909	1
2016.12.14	18:00:00	67451	67536	67116	67116	1936	9473	1
2016.12.15	09:00:00	67195	67491	66928	67269	39656	102334	1
2016.12.15	10:00:00	67281	67372	66860	67002	44437	110785	1
2016.12.15	11:00:00	67008	67173	66752	67161	40137	106872	1
2016.12.15	12:00:00	67161	67252	66797	66854	38009	106461	1
2016.12.15	13:00:00	66860	67235	66803	67173	28875	78333	1
2016.12.15	14:00:00	67167	67525	67167	67423	32464	90746	1
2016.12.15	15:00:00	67417	67571	67349	67502	22085	60483	1
2016.12.15	16:00:00	67502	67855	67474	67730	28253	80667	1
2016.12.15	17:00:00	67724	67997	67542	67701	25800	75405	1
2016.12.15	18:00:00	67724	67809	67639	67809	1387	7787	1
2016.12.16	09:00:00	67809	68162	67707	68037	21887	55671	1
2016.12.16	10:00:00	68031	68287	67826	67974	38941	103957	1
2016.12.16	11:00:00	67986	68207	67934	68111	24915	71335	1
2016.12.16	12:00:00	68116	68202	67724	68190	38594	112973	1
2016.12.16	13:00:00	68196	68605	68150	68577	35483	103717	1
2016.12.16	14:00:00	68577	68719	68457	68520	27695	79862	1
2016.12.16	15:00:00	68520	68560	68139	68258	26873	79078	1
2016.12.16	16:00:00	68258	68321	67906	68065	24376	71097	1
2016.12.16	17:00:00	68071	68145	67554	67639	17909	54599	1
2016.12.16	18:00:00	67645	67707	67582	67605	1292	7817	1
2016.12.19	09:00:00	67536	67826	67360	67627	22632	58127	1
2016.12.19	10:00:00	67622	67861	67463	67565	31875	78863	1
2016.12.19	11:00:00	67571	67838	67434	67730	27660	75267	1
2016.12.19	12:00:00	67741	67787	67156	67184	34062	95454	1
2016.12.19	13:00:00	67190	67332	66911	67031	28025	80308	1
2016.12.19	14:00:00	67031	67099	66820	66843	24072	67190	1
2016.12.19	15:00:00	66843	67070	66815	66894	18287	50120	1
2016.12.19	16:00:00	66894	66917	66263	66536	37089	110303	1
2016.12.19	17:00:00	66542	66610	66058	66064	25190	79342	1
2016.12.19	18:00:00	66081	66138	66036	66058	1078	6288	1
2016.12.20	09:00:00	66206	66701	66195	66616	27098	71870	1
2016.12.20	10:00:00	66627	66826	66490	66803	31323	77286	1
2016.12.20	11:00:00	66803	67019	66530	66968	33937	93053	1
2016.12.20	12:00:00	66974	67065	66377	66388	39045	110518	1
2016.12.20	13:00:00	66388	66547	66149	66297	35409	107709	1
2016.12.20	14:00:00	66297	66576	66212	66405	30783	87673	1
2016.12.20	15:00:00	66405	66405	66132	66218	23777	70170	1
2016.12.20	16:00:00	66212	66365	65979	66093	25982	75463	1
2016.12.20	17:00:00	66093	66678	66030	66650	24182	77723	1
2016.12.20	18:00:00	66644	66718	66587	66684	1407	7362	1
2016.12.21	09:00:00	66513	67082	66422	67036	23019	65868	1
2016.12.21	10:00:00	67036	67048	66712	66803	28373	77013	1
2016.12.21	11:00:00	66797	67025	66661	66945	24739	67016	1
2016.12.21	12:00:00	66945	67218	66536	66547	39133	109898	1
2016.12.21	13:00:00	66553	66712	66286	66297	37843	109140	1
2016.12.21	14:00:00	66292	66638	66229	66257	25923	71795	1
2016.12.21	15:00:00	66257	66564	66206	66405	24251	70448	1
2016.12.21	16:00:00	66405	66672	66309	66519	22772	68239	1
2016.12.21	17:00:00	66513	67053	66485	66689	26342	81936	1
2016.12.21	18:00:00	66689	66797	66559	66559	1291	8474	1
2016.12.22	09:00:00	66456	66752	66292	66570	31658	82425	1
2016.12.22	10:00:00	66564	66604	66229	66405	32094	85180	1
2016.12.22	11:00:00	66405	66610	66303	66382	29945	80839	1
2016.12.22	12:00:00	66377	66485	66115	66263	28336	79797	1
2016.12.22	13:00:00	66263	66365	65842	65985	24029	67630	1
2016.12.22	14:00:00	65979	66013	65723	65956	25391	70073	1
2016.12.22	15:00:00	65956	66178	65814	66149	23278	66635	1
2016.12.22	16:00:00	66144	66320	66019	66081	20893	60275	1
2016.12.22	17:00:00	66075	66445	66030	66263	19606	58872	1
2016.12.22	18:00:00	66269	66314	66195	66195	1281	7460	1
2016.12.23	09:00:00	66058	66542	66058	66502	22492	63006	1
2016.12.23	10:00:00	66508	66837	66451	66752	32888	88342	1
2016.12.23	11:00:00	66752	66888	66627	66815	16885	45331	1
2016.12.23	12:00:00	66809	67042	66650	67031	29447	81476	1
2016.12.23	13:00:00	67031	67247	66894	67133	27888	78684	1
2016.12.23	14:00:00	67127	67235	66945	67099	18066	51008	1
2016.12.23	15:00:00	67104	67298	67013	67286	16936	47773	1
2016.12.23	16:00:00	67286	67298	67104	67139	14103	40451	1
2016.12.23	17:00:00	67133	67264	67053	67144	11031	33884	1
2016.12.23	18:00:00	67150	67247	67139	67241	1301	8509	1
2016.12.26	09:00:00	67139	67468	67110	67366	5073	15877	1
2016.12.26	10:00:00	67372	67525	67349	67519	5048	14852	1
2016.12.26	11:00:00	67508	67633	67491	67627	4986	16518	1
2016.12.26	12:00:00	67622	67878	67622	67832	6894	23125	1
2016.12.26	13:00:00	67832	67861	67673	67775	6683	22792	1
2016.12.26	14:00:00	67775	67821	67696	67787	3321	11115	1
2016.12.26	15:00:00	67792	67929	67787	67889	4837	16668	1
2016.12.26	16:00:00	67889	67929	67798	67843	4135	13875	1
2016.12.26	17:00:00	67849	68020	67826	67878	5758	21457	1
2016.12.26	18:00:00	67889	67986	67866	67917	931	5862	1
2016.12.27	09:00:00	67917	68287	67912	68253	16668	52884	1
2016.12.27	10:00:00	68258	68321	68111	68122	18700	50654	1
2016.12.27	11:00:00	68122	68213	67917	67963	19170	54783	1
2016.12.27	12:00:00	67963	68060	67679	67934	29557	86639	1
2016.12.27	13:00:00	67957	67963	67508	67679	24959	73585	1
2016.12.27	14:00:00	67684	67929	67582	67878	20978	61080	1
2016.12.27	15:00:00	67883	67923	67616	67679	16044	47236	1
2016.12.27	16:00:00	67684	67696	67423	67525	15316	46187	1
2016.12.27	17:00:00	67536	67832	67446	67826	13740	41411	1
2016.12.27	18:00:00	67815	67832	67724	67787	892	4938	1
2016.12.28	09:00:00	67940	68173	67895	68014	20334	62449	1
2016.12.28	10:00:00	68008	68139	67849	68099	18201	52197	1
2016.12.28	11:00:00	68099	68258	67980	68224	15983	46929	1
2016.12.28	12:00:00	68224	68594	68139	68571	24335	72715	1
2016.12.28	13:00:00	68560	68975	68514	68918	28707	89931	1
2016.12.28	14:00:00	68918	69202	68884	69077	24575	79819	1
2016.12.28	15:00:00	69077	69174	68838	69100	27355	86140	1
2016.12.28	16:00:00	69106	69231	68958	69174	18768	56480	1
2016.12.28	17:00:00	69168	69208	68952	69015	14532	50376	1
2016.12.28	18:00:00	69015	69157	68992	69157	1180	8171	1
2016.12.29	09:00:00	69060	69151	68918	69106	15259	48678	1
2016.12.29	10:00:00	69106	69310	68514	68736	34693	93623	1
2016.12.29	11:00:00	68736	68889	68315	68821	26211	73187	1
2016.12.29	12:00:00	68821	69026	68639	68787	25208	74563	1
2016.12.29	13:00:00	68793	69196	68764	69185	23453	67627	1
2016.12.29	14:00:00	69168	69287	68924	68958	21489	64624	1
2016.12.29	15:00:00	68963	69242	68844	69111	21414	66193	1
2016.12.29	16:00:00	69111	69361	69071	69339	15736	45387	1
2016.12.29	17:00:00	69333	69555	69287	69424	20286	64737	1
2016.12.29	18:00:00	69441	69543	69378	69401	2229	11499	1
2017.01.02	09:00:00	69231	69231	68639	68679	16091	51732	1
2017.01.02	10:00:00	68668	68696	68452	68634	18246	56862	1
2017.01.02	11:00:00	68634	68912	68628	68867	15387	49935	1
2017.01.02	12:00:00	68861	68901	68662	68742	10565	32700	1
2017.01.02	13:00:00	68742	69043	68514	68946	19935	62164	1
2017.01.02	14:00:00	68946	69128	68907	68929	10642	34734	1
2017.01.02	15:00:00	68935	69100	68600	68645	13839	48998	1
2017.01.02	16:00:00	68651	68946	68548	68867	11633	39054	1
2017.01.02	17:00:00	68872	68895	68577	68651	7874	27296	1
2017.01.02	18:00:00	68656	68685	68537	68537	1219	5848	1
2017.01.03	09:00:00	69128	69339	69071	69276	24728	73877	1
2017.01.03	10:00:00	69282	69862	69259	69856	28554	82649	1
2017.01.03	11:00:00	69850	70521	69816	70476	41923	127105	1
2017.01.03	12:00:00	70476	70982	70311	70868	47336	150025	1
2017.01.03	13:00:00	70868	71306	70862	70982	40561	128992	1
2017.01.03	14:00:00	70982	71072	70555	70737	47526	148442	1
2017.01.03	15:00:00	70737	70919	70441	70896	34968	106385	1
2017.01.03	16:00:00	70896	71027	70743	70800	26766	83581	1
2017.01.03	17:00:00	70805	71345	70703	71328	23706	76663	1
2017.01.03	18:00:00	71328	71402	71294	71294	2068	12917	1
2017.01.04	09:00:00	71163	71505	70908	70942	36536	105911	1
2017.01.04	10:00:00	70942	71357	70822	71038	35139	97608	1
2017.01.04	11:00:00	71038	71425	70947	71402	31514	89100	1
2017.01.04	12:00:00	71402	71425	70771	71198	52674	151967	1
2017.01.04	13:00:00	71192	71277	70686	70845	32228	90645	1
2017.01.04	14:00:00	70851	70999	70686	70936	26438	74703	1
2017.01.04	15:00:00	70936	71044	70777	70942	21215	59234	1
2017.01.04	16:00:00	70942	71112	70777	70913	20479	59926	1
2017.01.04	17:00:00	70913	71163	70874	70919	19908	65137	1
2017.01.04	18:00:00	70919	71084	70908	71084	1367	6606	1
2017.01.05	09:00:00	71044	71379	70987	71345	24950	76761	1
2017.01.05	10:00:00	71340	71345	71021	71146	29790	85749	1
2017.01.05	11:00:00	71141	71283	70970	71027	25885	79380	1
2017.01.05	12:00:00	71027	71556	70970	71459	32137	99457	1
2017.01.05	13:00:00	71453	71766	71414	71721	30439	92842	1
2017.01.05	14:00:00	71715	71738	71374	71436	28733	89638	1
2017.01.05	15:00:00	71431	71783	71425	71664	21909	67845	1
2017.01.05	16:00:00	71669	71948	71618	71823	21377	65162	1
2017.01.05	17:00:00	71829	71914	71448	71476	17164	60568	1
2017.01.05	18:00:00	71482	71510	71237	71237	2158	10668	1
2017.01.06	09:00:00	71266	71283	71016	71198	22008	76084	1
2017.01.06	10:00:00	71198	71362	70919	70919	28054	88150	1
2017.01.06	11:00:00	70930	71300	70868	70976	28490	88075	1
2017.01.06	12:00:00	70982	71158	70777	71033	32852	100905	1
2017.01.06	13:00:00	71027	71232	70851	70970	23476	74722	1
2017.01.06	14:00:00	70970	71101	70834	70976	20323	66749	1
2017.01.06	15:00:00	70982	70993	70686	70845	23338	76030	1
2017.01.06	16:00:00	70839	70987	70720	70919	14407	45034	1
2017.01.06	17:00:00	70919	70970	70766	70959	11325	36167	1
2017.01.06	18:00:00	70953	71118	70908	71118	1734	8589	1
2017.01.09	09:00:00	70947	70947	70629	70783	22507	73059	1
2017.01.09	10:00:00	70777	70947	70549	70686	28407	86264	1
2017.01.09	11:00:00	70680	71351	70635	71254	34839	109665	1
2017.01.09	12:00:00	71260	71487	71186	71402	31985	99890	1
2017.01.09	13:00:00	71397	71431	71186	71374	21594	66217	1
2017.01.09	14:00:00	71374	71567	71289	71414	24632	77418	1
2017.01.09	15:00:00	71408	71442	71215	71249	14203	44295	1
2017.01.09	16:00:00	71249	71459	71215	71368	15343	49047	1
2017.01.09	17:00:00	71368	71425	70982	71033	18713	66350	1
2017.01.09	18:00:00	71021	71084	70947	71050	1378	6898	1
2017.01.10	09:00:00	71232	71794	71181	71766	23488	73489	1
2017.01.10	10:00:00	71772	71874	71692	71800	24028	80966	1
2017.01.10	11:00:00	71794	71834	71641	71732	18506	58477	1
2017.01.10	12:00:00	71738	71766	71544	71709	23666	73222	1
2017.01.10	13:00:00	71715	71789	71550	71624	18668	57985	1
2017.01.10	14:00:00	71624	71686	71431	71482	18505	59165	1
2017.01.10	15:00:00	71487	71607	71362	71374	16401	53587	1
2017.01.10	16:00:00	71374	71499	71254	71328	19087	64549	1
2017.01.10	17:00:00	71317	71510	71271	71487	14066	47968	1
2017.01.10	18:00:00	71476	71755	71425	71755	2053	9248	1
2017.01.11	09:00:00	71971	72187	71891	71965	21395	67405	1
2017.01.11	10:00:00	71959	72136	71641	71647	27122	84758	1
2017.01.11	11:00:00	71641	71749	71385	71397	24319	77156	1
2017.01.11	12:00:00	71397	71397	70862	71135	38490	126855	1
2017.01.11	13:00:00	71141	71203	70868	71146	28495	94056	1
2017.01.11	14:00:00	71146	71544	71101	71408	42290	135884	1
2017.01.11	15:00:00	71408	71726	71294	71715	29619	92384	1
2017.01.11	16:00:00	71715	71829	71470	71544	28575	91342	1
2017.01.11	17:00:00	71544	71914	71493	71902	18427	58695	1
2017.01.11	18:00:00	71902	71914	71777	71777	1709	7997	1
2017.01.12	09:00:00	73165	74188	73085	74040	42656	135202	1
2017.01.12	10:00:00	74040	74074	73580	73625	38349	113904	1
2017.01.12	11:00:00	73625	73909	73523	73773	34847	110082	1
2017.01.12	12:00:00	73773	73807	73392	73636	33754	102478	1
2017.01.12	13:00:00	73642	73716	73358	73443	28013	83640	1
2017.01.12	14:00:00	73449	73830	73375	73790	24509	77079	1
2017.01.12	15:00:00	73790	73983	73631	73801	27903	84763	1
2017.01.12	16:00:00	73801	73852	73580	73733	23404	68600	1
2017.01.12	17:00:00	73739	73756	73608	73653	14938	45460	1
2017.01.12	18:00:00	73653	73682	73472	73562	2204	10041	1
2017.01.13	09:00:00	73460	73506	73233	73301	24943	76810	1
2017.01.13	10:00:00	73295	73670	73290	73625	30283	92924	1
2017.01.13	11:00:00	73619	73631	73204	73233	25625	79807	1
2017.01.13	12:00:00	73238	73329	73028	73290	31947	100064	1
2017.01.13	13:00:00	73290	73426	73165	73290	20967	63514	1
2017.01.13	14:00:00	73284	73500	73255	73449	16733	51975	1
2017.01.13	15:00:00	73454	73466	72880	72983	24571	83435	1
2017.01.13	16:00:00	72983	73119	72846	72983	19267	61979	1
2017.01.13	17:00:00	72988	73108	72727	73051	18044	57899	1
2017.01.13	18:00:00	73062	73221	73045	73221	1741	8145	1
2017.01.16	09:00:00	72909	73187	72767	73165	21191	67150	1
2017.01.16	10:00:00	73159	73312	73017	73130	23512	73069	1
2017.01.16	11:00:00	73130	73352	73119	73170	18055	57745	1
2017.01.16	12:00:00	73170	73426	73085	73415	19522	65322	1
2017.01.16	13:00:00	73403	73443	73312	73369	12971	43059	1
2017.01.16	14:00:00	73375	73557	73369	73466	14610	45783	1
2017.01.16	15:00:00	73466	73506	73273	73290	10269	31829	1
2017.01.16	16:00:00	73284	73290	72994	73045	15910	49510	1
2017.01.16	17:00:00	73057	73324	72931	73301	9696	34529	1
2017.01.16	18:00:00	73278	73352	73193	73278	1341	7593	1
2017.01.17	09:00:00	72994	73210	72812	73000	25965	81983	1
2017.01.17	10:00:00	73005	73255	72960	73238	26631	87277	1
2017.01.17	11:00:00	73244	73312	73000	73193	24651	77013	1
2017.01.17	12:00:00	73193	73278	72829	73153	39541	129037	1
2017.01.17	13:00:00	73153	73648	73102	73557	31318	103646	1
2017.01.17	14:00:00	73557	73904	73500	73898	25494	82633	1
2017.01.17	15:00:00	73898	74012	73801	73989	23140	76863	1
2017.01.17	16:00:00	73995	74114	73818	74103	20178	66959	1
2017.01.17	17:00:00	74108	74267	73739	73858	24219	86193	1
2017.01.17	18:00:00	73869	73892	73744	73744	1813	9280	1
2017.01.18	09:00:00	73688	74034	73551	73983	25236	85926	1
2017.01.18	10:00:00	73989	74097	73915	73966	25473	82268	1
2017.01.18	11:00:00	73960	74154	73801	73835	28565	90802	1
2017.01.18	12:00:00	73835	74029	73733	73977	30806	99432	1
2017.01.18	13:00:00	73972	74029	73784	73904	19325	61938	1
2017.01.18	14:00:00	73904	74171	73887	74006	24831	82687	1
2017.01.18	15:00:00	74006	74085	73881	73909	16939	54565	1
2017.01.18	16:00:00	73909	74057	73750	73773	21214	66555	1
2017.01.18	17:00:00	73767	73926	73420	73562	25597	87386	1
2017.01.18	18:00:00	73551	73574	73335	73335	1651	8573	1
2017.01.19	09:00:00	73199	73756	73125	73722	22500	80911	1
2017.01.19	10:00:00	73716	73744	73415	73682	27817	93355	1
2017.01.19	11:00:00	73682	73960	73642	73807	28172	92278	1
2017.01.19	12:00:00	73807	73807	73142	73278	33967	117261	1
2017.01.19	13:00:00	73278	73409	73204	73295	19885	66324	1
2017.01.19	14:00:00	73290	73506	73227	73426	22727	76298	1
2017.01.19	15:00:00	73420	73477	73182	73278	20054	64088	1
2017.01.19	16:00:00	73278	73398	73147	73165	22646	71257	1
2017.01.19	17:00:00	73165	73631	72852	73494	36701	131733	1
2017.01.19	18:00:00	73500	73602	73346	73602	1995	10216	1
2017.01.20	09:00:00	73449	73898	73449	73716	17407	61698	1
2017.01.20	10:00:00	73722	73750	73534	73688	21613	72541	1
2017.01.20	11:00:00	73688	73790	73574	73688	16658	54538	1
2017.01.20	12:00:00	73693	74023	73631	73955	29670	98896	1
2017.01.20	13:00:00	73955	74159	73847	73926	25014	81009	1
2017.01.20	14:00:00	73932	73995	73688	73699	21686	69282	1
2017.01.20	15:00:00	73693	73784	73386	73670	45009	148309	1
2017.01.20	16:00:00	73665	73989	73591	73926	24431	78073	1
2017.01.20	17:00:00	73926	74182	73881	74091	21249	70910	1
2017.01.20	18:00:00	74091	74120	73966	73966	2158	10795	1
2017.01.23	09:00:00	73960	74296	73932	74057	17409	56316	1
2017.01.23	10:00:00	74051	74330	73949	74182	27125	89991	1
2017.01.23	11:00:00	74176	74415	74142	74273	18819	63114	1
2017.01.23	12:00:00	74273	74444	74080	74324	32977	109105	1
2017.01.23	13:00:00	74324	74688	74131	74677	31761	107374	1
2017.01.23	14:00:00	74671	74853	74597	74807	30265	102270	1
2017.01.23	15:00:00	74813	75023	74762	74995	20567	69763	1
2017.01.23	16:00:00	74995	75308	74961	75274	19576	66538	1
2017.01.23	17:00:00	75274	75438	75257	75416	15258	55641	1
2017.01.23	18:00:00	75416	75535	75382	75535	2299	11202	1
2017.01.24	09:00:00	75478	75763	75450	75507	22547	73718	1
2017.01.24	10:00:00	75507	75632	75177	75370	36476	122990	1
2017.01.24	11:00:00	75365	75649	75302	75626	24138	82915	1
2017.01.24	12:00:00	75626	75728	75143	75666	41816	145459	1
2017.01.24	13:00:00	75660	75780	75410	75512	28978	91193	1
2017.01.24	14:00:00	75507	75581	75217	75552	32474	105441	1
2017.01.24	15:00:00	75558	75632	75075	75194	32130	107378	1
2017.01.24	16:00:00	75194	75694	75086	75547	33905	118891	1
2017.01.24	17:00:00	75547	75637	75393	75416	17403	60157	1
2017.01.24	18:00:00	75410	75552	75313	75404	2313	10920	1
2017.01.26	09:00:00	76257	76348	75910	76047	22951	77363	1
2017.01.26	10:00:00	76047	76087	75808	75848	27590	101164	1
2017.01.26	11:00:00	75848	76064	75734	76047	23481	80310	1
2017.01.26	12:00:00	76052	76064	75620	75808	30933	107202	1
2017.01.26	13:00:00	75814	76160	75797	76024	26814	92279	1
2017.01.26	14:00:00	76030	76206	75990	76121	21065	68892	1
2017.01.26	15:00:00	76115	76234	75882	75990	26458	88526	1
2017.01.26	16:00:00	75990	76098	75905	75973	16972	52536	1
2017.01.26	17:00:00	75967	75996	75745	75802	17166	62101	1
2017.01.26	18:00:00	75797	75825	75620	75706	1986	8528	1
2017.01.27	09:00:00	75723	75791	75473	75603	18171	69012	1
2017.01.27	10:00:00	75603	75689	75421	75507	24555	86192	1
2017.01.27	11:00:00	75507	75717	75456	75615	21707	76048	1
2017.01.27	12:00:00	75620	75655	75444	75473	24827	84961	1
2017.01.27	13:00:00	75473	75751	75473	75535	21808	72684	1
2017.01.27	14:00:00	75541	75632	75416	75518	15097	48938	1
2017.01.27	15:00:00	75524	75552	75370	75456	14321	46155	1
2017.01.27	16:00:00	75461	75717	75450	75598	16023	51974	1
2017.01.27	17:00:00	75598	75660	75535	75598	9287	32343	1
2017.01.27	18:00:00	75603	75632	75541	75598	1369	6716	1
2017.01.30	09:00:00	75268	75370	74853	74989	22258	82206	1
2017.01.30	10:00:00	74995	75132	74688	74688	30409	118090	1
2017.01.30	11:00:00	74688	74699	74165	74228	33478	120807	1
2017.01.30	12:00:00	74222	74256	73841	74006	37313	127434	1
2017.01.30	13:00:00	73995	74091	73523	73682	33044	117107	1
2017.01.30	14:00:00	73676	73858	73614	73761	24946	85837	1
2017.01.30	15:00:00	73761	73892	73597	73642	23590	83651	1
2017.01.30	16:00:00	73642	73699	73290	73472	28016	105525	1
2017.01.30	17:00:00	73483	73597	73364	73460	16182	60311	1
2017.01.30	18:00:00	73460	73489	73335	73415	2037	9414	1
2017.01.31	09:00:00	73534	73744	73364	73614	25501	85518	1
2017.01.31	10:00:00	73614	73835	73580	73665	33677	115575	1
2017.01.31	11:00:00	73665	73790	73511	73750	28784	95992	1
2017.01.31	12:00:00	73750	74211	73750	73904	38666	143795	1
2017.01.31	13:00:00	73909	73949	73580	73864	34521	122687	1
2017.01.31	14:00:00	73869	73932	73670	73790	24021	84005	1
2017.01.31	15:00:00	73796	74125	73767	73960	23799	79661	1
2017.01.31	16:00:00	73966	74097	73813	73904	21829	72291	1
2017.01.31	17:00:00	73904	74057	73824	73887	13740	48771	1
2017.01.31	18:00:00	73881	73949	73858	73858	1536	8175	1
2017.02.01	09:00:00	74097	74608	74074	74591	23011	82969	1
2017.02.01	10:00:00	74597	74785	74518	74631	32698	116614	1
2017.02.01	11:00:00	74631	74933	74540	74898	27831	96477	1
2017.02.01	12:00:00	74898	74933	74563	74608	27212	94486	1
2017.02.01	13:00:00	74620	74654	74228	74398	28827	100750	1
2017.02.01	14:00:00	74398	74506	74114	74222	22866	78615	1
2017.02.01	15:00:00	74222	74410	74148	74211	21014	72705	1
2017.02.01	16:00:00	74216	74319	73983	74080	18282	65651	1
2017.02.01	17:00:00	74091	74392	73801	73960	31533	114826	1
2017.02.01	18:00:00	73949	74074	73864	74074	1940	9899	1
2017.02.02	09:00:00	73881	73898	73415	73460	25310	87490	1
2017.02.02	10:00:00	73466	73636	73244	73489	37732	130768	1
2017.02.02	11:00:00	73489	74256	73472	74199	37085	138607	1
2017.02.02	12:00:00	74199	74392	73949	73960	36761	129751	1
2017.02.02	13:00:00	73960	74080	73722	73921	26804	91602	1
2017.02.02	14:00:00	73921	74154	73841	73966	23443	79918	1
2017.02.02	15:00:00	73960	74216	73869	74154	22078	76334	1
2017.02.02	16:00:00	74154	74193	73921	73943	15522	51820	1
2017.02.02	17:00:00	73943	73960	73705	73796	14027	48901	1
2017.02.02	18:00:00	73801	73818	73699	73722	1668	8848	1
2017.02.03	09:00:00	73392	73551	73278	73466	20050	67318	1
2017.02.03	10:00:00	73472	73619	73346	73557	31069	110530	1
2017.02.03	11:00:00	73551	74273	73426	74171	42193	143674	1
2017.02.03	12:00:00	74171	74353	74029	74290	28028	95696	1
2017.02.03	13:00:00	74307	74620	74284	74444	27220	94349	1
2017.02.03	14:00:00	74444	74483	74063	74131	23857	82977	1
2017.02.03	15:00:00	74137	74267	73995	74182	23324	83924	1
2017.02.03	16:00:00	74176	74319	74017	74176	20660	71945	1
2017.02.03	17:00:00	74182	74193	73966	74120	15774	57096	1
2017.02.03	18:00:00	74120	74296	74085	74296	2228	11217	1
2017.02.06	09:00:00	74188	74472	74188	74387	16904	56567	1
2017.02.06	10:00:00	74381	74535	73943	74074	37745	133970	1
2017.02.06	11:00:00	74074	74171	73460	73523	35225	123022	1
2017.02.06	12:00:00	73528	73767	73409	73727	30870	110247	1
2017.02.06	13:00:00	73722	73722	73511	73682	21804	78846	1
2017.02.06	14:00:00	73676	73881	73653	73779	19707	69111	1
2017.02.06	15:00:00	73773	73813	73483	73489	19411	70070	1
2017.02.06	16:00:00	73494	73540	73244	73364	21831	76742	1
2017.02.06	17:00:00	73369	73432	72835	72914	23850	86930	1
2017.02.06	18:00:00	72903	73005	72886	73005	1576	9790	1
2017.02.07	09:00:00	73250	73750	73199	73705	22764	88688	1
2017.02.07	10:00:00	73705	73835	73631	73756	31760	115481	1
2017.02.07	11:00:00	73756	73904	73585	73835	24907	88028	1
2017.02.07	12:00:00	73841	73943	73517	73545	33318	115676	1
2017.02.07	13:00:00	73545	73744	73483	73585	22700	78666	1
2017.02.07	14:00:00	73585	73670	73335	73477	22259	74721	1
2017.02.07	15:00:00	73477	73517	73005	73028	22721	82149	1
2017.02.07	16:00:00	73028	73102	72852	72949	22194	78151	1
2017.02.07	17:00:00	72949	73301	72937	73278	16454	56380	1
2017.02.07	18:00:00	73278	73295	73017	73017	1753	9104	1
2017.02.08	09:00:00	73335	73517	73295	73403	15823	55806	1
2017.02.08	10:00:00	73403	73500	72710	72715	42423	154981	1
2017.02.08	11:00:00	72710	72954	72579	72931	34393	127857	1
2017.02.08	12:00:00	72931	73017	72721	72789	31482	111450	1
2017.02.08	13:00:00	72795	73398	72778	73329	41227	152535	1
2017.02.08	14:00:00	73329	73602	73290	73449	31045	111188	1
2017.02.08	15:00:00	73449	73517	73233	73244	22873	84477	1
2017.02.08	16:00:00	73244	73511	73187	73483	24770	91517	1
2017.02.08	17:00:00	73477	73801	73420	73779	23265	93870	1
2017.02.08	18:00:00	73756	74108	73756	74051	3182	15407	1
2017.02.09	09:00:00	74097	74222	73887	74046	19739	67819	1
2017.02.09	10:00:00	74046	74171	73585	73835	38937	136010	1
2017.02.09	11:00:00	73835	74142	73699	74006	30383	110032	1
2017.02.09	12:00:00	74000	74284	73761	74233	38197	136558	1
2017.02.09	13:00:00	74233	74415	74159	74193	27208	100649	1
2017.02.09	14:00:00	74188	74307	74068	74137	23918	83583	1
2017.02.09	15:00:00	74142	74142	73574	73636	33980	116945	1
2017.02.09	16:00:00	73642	73852	73551	73699	25750	90060	1
2017.02.09	17:00:00	73699	74063	73648	74000	20357	71902	1
2017.02.09	18:00:00	73995	74085	73847	73847	2094	8915	1
2017.02.10	09:00:00	74290	74438	74108	74233	23515	81420	1
2017.02.10	10:00:00	74228	74427	74125	74341	40002	145904	1
2017.02.10	11:00:00	74341	74608	74245	74586	31006	113042	1
2017.02.10	12:00:00	74591	74893	74466	74751	35089	125233	1
2017.02.10	13:00:00	74762	75001	74677	74978	26414	91977	1
2017.02.10	14:00:00	74978	75240	74898	75211	29992	108690	1
2017.02.10	15:00:00	75211	75245	75069	75103	19989	71297	1
2017.02.10	16:00:00	75097	75348	75001	75211	28009	100176	1
2017.02.10	17:00:00	75217	75478	75200	75325	16090	58146	1
2017.02.10	18:00:00	75330	75404	75268	75268	2550	12889	1
2017.02.13	09:00:00	75382	75962	75382	75780	23056	84984	1
2017.02.13	10:00:00	75774	75927	75666	75922	28927	99739	1
2017.02.13	11:00:00	75922	76030	75871	75916	23301	83515	1
2017.02.13	12:00:00	75910	76081	75745	75984	33306	115604	1
2017.02.13	13:00:00	75984	76024	75552	75581	28377	98604	1
2017.02.13	14:00:00	75575	75865	75564	75848	23965	81796	1
2017.02.13	15:00:00	75848	76058	75819	76041	19250	67455	1
2017.02.13	16:00:00	76047	76365	76035	76172	29153	103471	1
2017.02.13	17:00:00	76178	76314	76109	76172	20890	71144	1
2017.02.13	18:00:00	76160	76246	76087	76087	2340	12948	1
2017.02.14	09:00:00	76178	76314	75927	76280	21839	70456	1
2017.02.14	10:00:00	76280	76342	76007	76047	29650	101773	1
2017.02.14	11:00:00	76047	76183	75853	75910	30736	109014	1
